"使用屏幕录制键（插件）","Use Screencast Keys (addon)"
"显示着色饼图：自动平滑偏好","Show Shading Pie: Autosmooth Preferences"
"显示着色饼图：材质捕捉切换偏好","Show Shading Pie: Matcap Switch Preferences"
"材质捕捉1","Matcap 1"
"材质捕捉2","Matcap 2"
"强制为材质捕捉2使用单色着色","Force Single Color Shading for Matcap 2"
"为材质捕捉2禁用覆盖层","Disable Overlays for Matcap 2"
"也切换背景","Switch Background too"
"材质捕捉1背景类型","Matcap 1 Background Type"
"材质捕捉1背景颜色","Matcap 1 Background Color"
"材质捕捉2背景类型","Matcap 2 Background Type"
"材质捕捉2背景颜色","Matcap 2 Background Color"
"自动平滑角度预设","Autosmooth Angle Preset"
"显示视图饼图偏好","Show Views Pie Preferences"
"仅在对象模式下围绕选择旋转","Rotate Around Selection, but only in Object Mode"
"在使用自定义视图时强制使用轨迹球导航","Force Trackball Navigation when using Custom Views"
"在使用自定义视图时设置变换预设","Set Transform Preset when using Custom Views"
"显示围绕活动对象的轨道","Show Orbit around Active"
"显示轨道方法选择","Show Orbit Method Selection"
"显示光标和原点饼图偏好","Show Cursor and Origin Pie Preferences"
"显示光标和选择到网格","Show Cursor and Selected to Grid"
"设置光标时设置变换预设","Set Transform Preset when Setting Cursor"
"显示捕捉饼图偏好","Show Snapping Pie Preferences"
"显示绝对网格捕捉","Show Absolute Grid Snapping"
"显示体积捕捉","Show Volume Snapping"
"显示工作区饼图偏好","Show Workspace Pie Preferences"
"左侧工作区名称","Left Workspace Name"
"左侧工作区自定义标签","Left Workspace Custom Label"
"左侧工作区图标","Left Workspace Icon"
"左上工作区名称","Top-Left Workspace Name"
"左上工作区自定义标签","Top-Left Workspace Custom Label"
"左上工作区图标","Top-Left Workspace Icon"
"顶部工作区名称","Top Workspace Name"
"顶部工作区自定义标签","Top Workspace Custom Label"
"顶部工作区图标","Top Workspace Icon"
"右上工作区名称","Top-Right Workspace Name"
"右上工作区自定义标签","Top-Right Workspace Custom Label"
"右上工作区图标","Top-Right Workspace Icon"
"右侧工作区名称","Right Workspace Name"
"右侧工作区自定义标签","Right Workspace Custom Label"
"右侧工作区图标","Right Workspace Icon"
"右下工作区名称","Bottom-Right Workspace Name"
"右下工作区自定义标签","Bottom-Right Workspace Custom Label"
"右下工作区图标","Bottom-Right Workspace Icon"
"底部工作区名称","Bottom Workspace Name"
"底部工作区自定义标签","Bottom Workspace Custom Label"
"底部工作区图标","Bottom Workspace Icon"
"左下工作区名称","Bottom-Left Workspace Name"
"左下工作区自定义标签","Bottom-Left Workspace Custom Label"
"左下工作区图标","Bottom-Left Workspace Icon"
"显示工具饼图偏好","Show Tools Pie Preferences"
"显示BoxCutter预设","Show BoxCutter Presets"
"显示硬操作菜单","Show Hard Ops Menu"
"显示快速收藏","Show Quick Favorites"
"显示工具栏","Show Tool Bar"
"智能顶点","Smart Vert"
"智能边","Smart Edge"
"智能面","Smart Face"
"清理","Clean Up"
"挤出","Extrude"
"焦点","Focus"
"镜像","Mirror"
"对齐","Align"
"组","Group"
"智能驱动","Smart Drive"
"资产浏览器工具","Assetbrowser Tools"
"文件浏览器工具","Filebrowser Tools"
"渲染","Render"
"平滑","Smooth"
"剪辑切换","Clipping Toggle"
"表面滑动","Surface Slide"
"材质选择器","Material Picker"
"应用","Apply"
"选择","Select"
"网格切割","Mesh Cut"
"线程","Thread"
"Unity","Unity"
"自定义","Customize"
"模式饼图","Modes Pie"
"保存饼图","Save Pie"
"着色饼图","Shading Pie"
"视图饼图","Views Pie"
"对齐饼图","Align Pies"
"光标和原点饼图","Cursor and Origin Pie"
"变换饼图","Transform Pie"
"捕捉饼图","Snapping Pie"
"集合饼图","Collections Pie"
"工作区饼图","Workspace Pie"
"工具饼图","Tools Pie"
"使用组子菜单","Use Group Sub-Menu"
"显示组大纲切换","Show Group Outliner Toggles"
"显示侧边栏面板","Show Sidebar Panel"
"在3D视图中显示MACHIN3tools面板","Show MACHIN3tools Panel in 3D View"
"HUD缩放","HUD Scale"
"HUD元素的缩放","Scale of HUD elements"
"HUD超时","HUD timeout"
"全局超时调制（未在MACHIN3tools中公开）","Global Timeout Modulation (not exposed in MACHIN3tools)"
"清理HUD淡出时间（秒）","Clean Up HUD Fade Time (seconds)"
"剪辑切换HUD淡出时间（秒）","Clipping Toggle HUD Fade Time (seconds)"
"组HUD淡出时间（秒）","Group HUD Fade Time (seconds)"
"工具饼图HUD淡出时间（秒）","Tools Pie HUD Fade Time (seconds)"
"轻弹距离","Flick Distance"
"标签","Tabs"
"激活","Activate"
"工具","Tools"
"智能顶点合并、连接和滑动。","Smart Vertex Merging, Connecting and Sliding."
"智能边创建、操纵、投影和选择转换。","Smart Edge Creation, Manipulation, Projection and Selection Conversion."
"智能面创建和从面创建对象。","Smart Face Creation and Object-from-Face Creation."
"快速几何清理。","Quick Geometry Clean-up."
"修复Blender","Fixing Blender"
"对象焦点和多级隔离。","Object Focus and Multi-Level Isolation."
"对象镜像和取消镜像。","Object Mirroring and Un-Mirroring."
"对象每轴位置、旋转和缩放对齐，以及对象相对对齐。","Object per-axis Location, Rotation and Scale Alignment, as well as Object Relative Alignments."
"使用空对象作为父对象的组对象。","Group Objects using Empties as Parents."
"使用一个对象驱动另一个对象。","Use one Object to drive another."
"通过资产浏览器轻松创建和导入装配资产。","Easy Assemly Asset Creation and Import via the Assetbrowser."
"文件浏览器的附加工具/快捷方式。","Additional Tools/Shortcuts for the Filebrowser."
"高效迭代渲染的工具。","Tools for efficient, iterative rendering."
"在韩国斜角和SubD工作流程中切换平滑。","Toggle Smoothing in Korean Bevel and SubD workflows."
"视口剪辑平面切换。","Viewport Clipping Plane Toggle."
"在保持形式的同时轻松修改网格拓扑。","Easily modify Mesh Topology, while maintaining Form."
"从材质工作区选择材质","Pick Materials from the Material Workspace"
"应用变换而不会改变斜角宽度和子变换。","Apply Transformations while keeping the Bevel Width as well as the Child Transformations unchanged."
"选择中心对象或线框对象。","Select Center Objects or Wire Objects."
"使用另一个对象切割网格对象。","Knife Intersect a Mesh-Object, using another one."
"轻松将圆柱面转换为线程。","Easily turn Cylinder Faces into Thread."
"与Unity相关的工具。","Unity related Tools."
"自定义各种Blender偏好、设置和键映射。","Customize various Blender preferences, settings and keymaps."
"饼菜单","Pie Menus"
"快速模式更改。","Quick mode changing."
"保存、打开、附加和链接。加载最近、上一个和下一个。清除和清理。屏幕录制。","Save, Open, Append and Link. Load Recent, Previous and Next. Purge and Clean Out. ScreenCast."
"控制着色、覆盖层、Eevee和一些对象属性。","Control shading, overlays, eevee and some object properties."
"控制视图。创建和管理摄像机。","Control views. Create and manage cameras."
"编辑网格和UV对齐。","Edit mesh and UV alignments."
"光标和原点操作。","Cursor and Origin manipulation."
"变换方向和枢轴。","Transform Orientations and Pivots."
"捕捉。","Snapping."
"集合管理。","Collection management."
"切换工作场所。","Switch Workplaces."
"如果启用，请在ui/pies.py中自定义。","If enabled, customize it in ui/pies.py"
"切换工具，与BoxCutter/HardOps和HyperCursor配合使用。","Switch Tools, useful with BoxCutter/HardOps and HyperCursor."
"设置","Settings"
"视图3D","View 3D"
"显示侧边栏面板。","Show Sidebar Panel."
"HUD","HUD"
"镜像轻弹距离","Mirror Flick Distance"
"淡出时间","Fade time"
"子菜单","Sub Menu"
"在对象上下文菜单中使用组子菜单。","Use Group Sub Menu in Object Context Menu."
"大纲切换","Outliner Toggles"
"在大纲标题中显示组切换。","Show Group Toggles in Outliner Header."
"移除空","Remove Empty"
"在每次清理通过时自动移除空组。","Automatically remove Empty Groups in each Cleanup Pass."
"基名称","Basename"
"自动命名","Auto Name"
"前缀","Prefix"
"后缀","Suffix"
"默认空对象绘制大小","Default Empty Draw Size"
"淡化子组大小","Fade Sub Group Sizes"
"因子","Factor"
"首选默认目录（必须已存在）","Preferred Default Catalog (must exist alredy)"
"真","TRUE"
"在装配实例集合时隐藏线框对象","Hide Wire Objects when assembling Instance Collection"
"在模式饼图中显示实例集合装配","Show Instance Collection Assembly in Modes Pie"
"文件夹名称（相对于.blend文件）","Folder Name (relative to the .blend file)"
"保留单个种子渲染","Keep Individual Seed Renderings"
"使用小丑蒙版命名","Use Clownmatte Naming"
"在灯光属性面板中显示渲染按钮","Show Render Butttons in Light Properties Panel"
"在Cycles渲染中调整区域灯光，由着色饼图控制","Adjust Area Lights when Rendering in Cycles, controlled from the Shading Pie"
"在视口渲染时强制隐藏渲染设置，由着色饼图控制","Enforce hide_render setting when Viewport Rendering, controlled from the Shading Pie"
"自动设置斜角着色器，由着色饼图控制","Automatically Set Up Bevel Shader, controlled from the Shading Pie"
"为额外的选项启用着色饼图","Enable the Shading Pie for additional options"
"在这些工作区中显示材质选择器","Show Material Picker in these Workspaces"
"在设置为材质着色的视图中显示材质选择器","Show Material Picker in Views set to Material Shading"
"在设置为渲染着色的视图中显示材质选择器","Show Material Picker in Views set to Rendered Shading"
"键映射已被修改，首先恢复它们。","Keymaps have been modified, restore them first."
"立即恢复","Restore now"
"保存饼图：版本化启动文件","Save Pie: Versioned Startup File"
"启用","Enabled"
"使用CTRL + U键映射覆盖","Use CTRL + U keymap override"
"保存饼图：预撤销保存","Save Pie: Pre-Undo Save"
"如果您注意到撤销导致崩溃，这很有用","Useful if you notice Undoing causing crashes"
"保存饼图：导入/导出","Save Pie: Import/Export"
"显示.obj导入/导出","Show .obj Import/Export"
"显示塑料性导入/导出","Show Plasticity Import/Export"
"已设置轴的.obj导入/导出",".obj import/export with Axes set up already"
"显示.fbx导入/导出","Show .fbx Import/Export"
"显示.usd导入/导出","Show .usd Import/Export"
"保存饼图：屏幕录制","Save Pie: Screen Cast"
"着色饼图：自动平滑","Shading Pie: Autosmooth"
"角度预设","Angle Presets"
"着色饼图：材质捕捉切换","Shading Pie: Matcap Switch"
"它","It"
"顶部","Top"
"左上","Top-Left"
"右上","Top-Right"
"左侧","Left"
"图标名称？","Icon Names?"
"右侧","Right"
"左下","Bottom-Left"
"右下","Bottom-Right"
"底部","Bottom"
"没有激活的工具或饼菜单设置。","No tools or pie menus with settings have been activated."
"没有可用的键映射，因为没有激活任何工具。","No keymappings available, because none of the tools have been activated."
"没有创建键映射，因为没有激活任何饼菜单。","No keymappings created, because none of the pies have been activated."
"MACHIN3tools","MACHIN3tools"
"MACHINƎ.io","MACHINƎ.io"
"blenderartists","blenderartists"
"Patreon","Patreon"
"Twitter","Twitter"
"Youtube","Youtube"
"Artstation","Artstation"
"DECALmachine","DECALmachine"
"MESHmachine","MESHmachine"
"PUNCHit","PUNCHit"
"历史对象","History Object"
"历史取消镜像","History Unmirror"
"使用撤销保存","Use Undo Save"
"在撤销之前保存\n警告，根据您的场景复杂性，这可能会显著影响您的撤销速度","Save before Undoing\nBe warned, depending on your scene complexity, this can noticably affect your undo speed"
"使用重做保存","Use Redo Save"
"也在第一次操作符重做之前保存","Also save before first Operator Redos"
"穿透","Pass Through"
"显示编辑网格线框","Show Edit Mesh Wireframe"
"同步选择","Synce Selection"
"腔体","Cavity"
"曲率","Curvature"
"Eevee预设","Eevee Preset"
"Eevee质量预设","Eevee Quality Presets"
"设置使用场景灯光","Set Use Scene Lights"
"在更改Eevee预设时设置使用场景灯光","Set Use Scene Lights when changing Eevee Preset"
"设置使用场景世界","Set Use Scene World"
"在更改Eevee预设时设置使用场景世界","Set Use Scene World when changing Eevee Preset"
"强度","Intensity"
"渲染引擎","Render Engine"
"渲染设备","Render Device"
"使用视口合成","Use Viewport Compositing"
"照明方法","Lighting Method"
"实体/纹理视口着色的照明方法","Lighting Method for Solid/Texture Viewport Shading"
"使用平面阴影","Use Flat Shadows"
"在平面照明中使用阴影","Use Shadows when in Flat Lighting"
"Draw_Axes大小","Draw_Axes Size"
"Draw Axes Alpha","Draw Axes Alpha"
"在屏幕空间中绘制轴","Draw Axes in Screen Space"
"绘制活动轴","Draw Active Axes"
"绘制活动","Draw Active"
"绘制光标轴","Draw Cursor Axes"
"绘制光标","Draw Cursor"
"在渲染时调整灯光","Adjust Lights when Rendering"
"在渲染时调整区域灯光，以更好地匹配Eevee和Cycles","Adjust Lights Area Lights when Rendering, to better match Eevee and Cycles"
"用于从Eeeve光强度计算Cycles光强度的除数","Divider used to calculate Cycles Light Strength from Eeeve Light Strength"
"上次灯光调整","Last Light Adjustment"
"灯光是否已被初始渲染处理程序降低？","Have Lights been decreased by the init render handler?"
"在视口渲染时为对象强制隐藏渲染设置","Enfore hide_render setting for objects when Viewport Rendering"
"使用斜角着色器","Use Bevel Shader"
"批量应用斜角着色器到可见材质","Batch Apply Bevel Shader to visible Materials"
"样本","Samples"
"斜角着色器样本","Bevel Shader Samples"
"半径","Radius"
"斜角着色器全局半径","Bevel Shader Global Radius"
"自定义局部视图","Custom Local Views"
"基于活动对象使用自定义视图","Use Custom Views, based on the active object"
"自定义光标视图","Custom Cursor Views"
"基于光标使用自定义视图","Use Custom Views, based on the cursor"
"对齐模式","Align Mode"
"显示智能驱动","Show Smart Drive"
"驱动器起始值","Driver Start Value"
"驱动器结束值","Driver End Value"
"驱动器轴","Driver Axis"
"驱动器变换","Driver Transform"
"驱动器空间","Driver Space"
"被驱动起始值","Driven Start Value"
"被驱动结束值","Driven End Value"
"被驱动轴","Driven Axis"
"被驱动变换","Driven Transform"
"被驱动限制","Driven Lmit"
"显示Unity","Show Unity"
"导出到Unity","Export to Unity"
"启用以实际导出FBX\n仅准备模型时关闭","Enable to do the actual FBX export\nLeave it off to only prepare the Model"
"Unity导出路径","Unity Export Path"
"在导出前三角化","Triangulate before exporting"
"为每个对象添加三角化修改器","Add Triangulate Modifier to the end of every object"
"BoxCutter方向","BoxCutter Orientation"
"显示组","Show Group"
"自动选择组","Auto Select Groups"
"当其空对象被激活时，自动选择整个组","Automatically select the entire Group, when its Empty is made active"
"递归选择组","Recursively Select Groups"
"递归选择整个组层次结构","Recursively select entire Group Hierarchies down"
"在3D视图中隐藏组空对象","Hide Group Empties in 3D View"
"在3D视图中隐藏组空对象以避免混乱","Hide Group Empties in 3D View to avoid Clutter"
"在主对象上下文菜单中显示自动选择切换","Show Auto Select Toggle in main Object Context Menu"
"在主对象上下文菜单中显示递归选择切换","Show Recursive Selection Toggle in main Object Context Menu"
"在主对象上下文菜单中显示组隐藏切换","Show Group Hide Toggle in main Object Context Menu"
"仅变换组原点（空对象）","Transform only the Group Origin(Empty)"
"仅变换组原点（空对象），禁用组自动选择并启用","Transform the Group Origin(Empty) only, disable Group Auto-Select and enable "
"显示资产浏览器工具","Show Assetbrowser Tools"
"收集路径","Collect Path"
"显示挤出","Show Extrude"
"导出到Unity","Exported to Unity"
"预Unity导出矩阵","Pre-Unity-Export Matrix"
"预Unity导出网格","Pre-Unity-Export Mesh"
"预Unity导出骨架","Pre-Unity-Export Armature"
"是组空对象","is group empty"
"是组对象","is group object"
"组空对象大小","group empty size"
"平滑角度","Smooth Angle"
"已被平滑","Has been smoothed"
"绘制轴","Draw Axes"
"活动对象斜角半径调制","Active Object Bevel Radius Modulation"
"在活动对象上调制斜角着色器半径的因子","Factor to modulate the Bevel Shader Radius on the Active Object"
"MACHIN3：对齐","MACHIN3: Align"
"在两者之间对齐","Align in between"
"在两者之间绘制","Draw in between"
"翻转","Flip"
"模式","Mode"
"对齐位置","Align Location"
"对齐旋转","Align Rotation"
"对齐缩放","Align Scale"
"X","X"
"Y","Y"
"Z","Z"
"父级到骨骼","Parent to Bone"
"将Z对齐到Y","Align Z to Y"
"滚动","Roll"
"滚动量（度）","Roll Amount in Degrees"
"对齐到","Align to"
"位置","Location"
"旋转","Rotation"
"缩放","Scale"
"相对对齐","Align Relative"
"确认","Confirm"
"取消","Cancel"
"选择单个","Select Single"
"选择多个","Select Multiple"
"MACHIN3：相对对齐","MACHIN3: Align Relative"
"实例","Instance"
"目标映射","target map"
"MACHIN3：应用变换","MACHIN3: Apply Transformations"
"应用变换而不会改变斜角宽度和子变换。","Apply Transformations while keeping the bevel width as well as the child transformations unchanged."
"MACHIN3：创建装配资产","MACHIN3: Create Assembly Asset"
"从选定对象创建装配资产","Create Assembly Asset from the selected Objects"
"资产名称","Asset Name"
"移动而不是复制","Move instead of Copy"
"将对象移动到资产集合，而不是复制\n这将使它们从任何现有集合中取消链接","Move Objects into Asset Collection, instead of copying\nThis will unlink them from any existing collections"
"空位置","Empty Location"
"资产位置","Location of Asset"
"空集合","Empty Collection"
"放置资产的集合","Collections to put the the Asset"
"移除贴花备份","Remove Decal Backups"
"移除DECALmachine","Remove DECALmachine"
"移除存储","Remove Stashes"
"移除MESHmachine","Remove MESHmachine"
"渲染缩略图","Render Thumbnail"
"缩略图镜头","Thumbnail Lens"
"切换覆盖层","Toggle Overlays"
"取消链接集合","Unlink Collection"
"取消链接资产集合\n清理场景很有用，并可选择立即开始本地使用资产","Unlink the Asset Collection\nUseful to clean up the scene, and optionally start using the Asset locally right away"
"隐藏集合","Hide Collection"
"隐藏资产集合\n当您想开始本地使用资产时很有用，同时仍然可以轻松访问单个对象","Hide the Asset Collection\nUseful when you want to start using the Asset locally, while still having easy access to the individual objects"
"隐藏实例","Hide Instance"
"隐藏集合实例空对象\n当您想继续处理资产时很有用","Hide the COllection Instance Empty\nUseful when you want to keep working on the Asset"
"目录","Catalog"
"DECALmachine和MESHmachine","DECALmachine and MESHmachine"
"资产对象集合","Asset Object Collections"
"资产空对象","Asset Empty"
"资产集合","Asset Collection"
"资产缩略图","Asset Thumbnail"
"视口渲染","Viewport Render"
"镜头","Lens"
"MACHIN3：装配实例集合","MACHIN3: Assemle Instance Collection"
"使实例集合对象可访问\nALT：将空对象保留为根","Make Instance Collection objects accessible\nALT: Keep Empty as Root"
"将空对象保留为根","Keep Empty as Root"
"MACHIN3：收集资产","MACHIN3: Collect Assets"
"从当前文件夹收集资产","Collect Asssets from current folder"
"MACHIN3：清理","MACHIN3: Clean Up"
"移除重复","Remove Doubles"
"溶解退化","Dissolve Degenerate"
"合并距离","Merge Distance"
"重新计算法线","Recalculate Normals"
"翻转法线","Flip Normals"
"删除松散","Delete Loose"
"删除松散顶点","Delete Loose Verts"
"删除松散边","Delete Loose Edges"
"删除松散面","Delete Loose Faces"
"溶解冗余","Dissolve Redundant"
"溶解冗余顶点","Dissolve Redundant Verts"
"溶解冗余边","Dissolve Redundant Edges"
"溶解冗余角度","Dissolve Redundnat Angle"
"非平面面阈值","Non-Planar Face Threshold"
"查看选定","View Selected"
"重复","Doubles"
"退化","Degenerate"
"松散","Loose"
"顶点","Verts"
"边","Edges"
"面","Faces"
"冗余","Redundant"
"角度","Angle"
"阈值","Threshold"
"无移除。","Nothing to remove."
"顶点","VERTS"
"边","EDGES"
"面","FACES"
"MACHIN3：剪辑切换","MACHIN3: Clipping Toggle"
"最小","Minimum"
"中等","Medium"
"最大","Maximum"
"当前状态","Current State"
"当前","Current"
"MACHIN3：自定义","MACHIN3: Customize"
"USERPREF_MT_interface_theme_presets","USERPREF_MT_interface_theme_presets"
"常规","General"
"MACHIN3：恢复键映射","MACHIN3: Restore Keymaps"
"MACHIN3：轻击（一点点）","MACHIN3: Punch It (a little)"
"工作正常的流形挤出","Manifold Extruding that works, somewhat"
"数量","Amount"
"挤出深度","Extrusion Depth"
"MACHIN3：光标旋转","MACHIN3: Cursor Spin"
"光标旋转","Cursor Spin"
"角度预设","Angle Preset"
"反转","Invert"
"步骤","Steps"
"自适应步骤","Adaptive Steps"
"自适应因子","Adaptive Factor"
"轴","Axis"
"光标轴","Cursor Axis"
"偏移","Offset"
"偏移重置","Offset Reset"
"自适应","Adaptive"
"MACHIN3：在系统中打开","MACHIN3: Open in System"
"在系统中打开当前位置","Open the current location in the System"
"路径","Path"
"打开.blend文件","Open .blend file"
"MACHIN3：切换文件浏览器","MACHIN3: Toggle Filebrowser"
"MACHIN3：循环缩略图大小","MACHIN3: Cycle Thumbnail Size"
"反转循环方向","Reverse Cycle Diretion"
"MACHIN3：焦点","MACHIN3: Focus"
"方法","Method"
"级别","Levels"
"在单级Blender本地视图和多级MACHIN3焦点之间切换","Switch between single-level Blender native Local View and multi-level MACHIN3 Focus"
"取消镜像","Un-Mirror"
"忽略镜像","Ignore Mirrors"
"反转焦点","Inverted Focus"
"纪元 %d","Epoch %d"
"MACHIN3：组","MACHIN3: Group"
"通过将它们父级到空对象来分组对象","Group Objects by Parenting them to an Empty"
"MACHIN3：取消组","MACHIN3: Un-Group"
"取消选择所有选定的组","Un-Group all Selected Groups"
"取消选择整个层次结构","Un-Group entire Hierarchy down"
"取消组","Un-Group"
"所有选定","All Selected"
"整个层次结构","Entire Hierarchy"
"MACHIN3：组化","MACHIN3: Groupify"
"将任何空层次结构转换为组","Turn any Empty Hirearchy into Group"
"MACHIN3：选择组","MACHIN3: Select Group"
"选择组\nCTRL：选择整个组层次结构","Select Group\nCTRL: Select entire Group Hierarchy down"
"MACHIN3：复制组","MACHIN3: duplicate_group"
"MACHIN3：添加到组","MACHIN3: Add to Group"
"将选择添加到组","Add Selection to Group"
"重新对齐组空对象","Re-Align Group Empty"
"如果现有组中存在公共镜像，则添加镜像修改器","Add Mirror Modifiers, if there are common ones among the existing Group"
"从组中添加对象颜色","Add Object Color, from Group"
"添加颜色","Add Color"
"添加镜像","Add Mirror"
"MACHIN3：从组中移除","MACHIN3: Remove from Group"
"从组中移除选择","Remove Selection from Group"
"MACHIN3：切换大纲子项","MACHIN3: Toggle Outliner Children"
"MACHIN3：切换大纲组模式","MACHIN3: Toggle Outliner Group Mode"
"MACHIN3：折叠大纲","MACHIN3: Collapse Outliner"
"MACHIN3：展开大纲","MACHIN3: Expand Outliner"
"将资产浏览器中的材质分配给鼠标下的对象","Assign Material from Asset Browsr to Object under Mouse"
"选择材质并将其分配给选定对象","Pick Material and Assign it to Selected Objects"
"选择材质并完成","Pick Material and Finish"
"视口","Viewport"
"完成","Finish"
"MACHIN3：材质选择器","MACHIN3: Material Picker"
"从3D视图中选择材质\nALT：也将其分配给选择","Pick a Material from the 3D View\nALT: Assign it to the Selection too"
"无","None"
"MACHIN3：网格切割","MACHIN3: Mesh Cut"
"使用另一个对象切割网格对象。\nALT：展平目标对象","Cut a Mesh Object, using another Object.\nALT: Flatten Target Object"
"展平目标","Flatte Target"
"标记接缝","Mark Seams"
"展平目标","Flatten Target"
"选择轴","Pick Axis"
"循环镜像对象","Cycle Mirror Object"
"MACHIN3：镜像","MACHIN3: Mirror"
"轻弹","Flick"
"移除","Remove"
"二等分","Bisect"
"U","U"
"V","V"
"镜像跨光标","Mirror across Cursor"
"使用未对齐对象移除","Use Mislinged Object Removal"
"使用现有光标空对象","Use existing Cursor Empty"
"DECALmachine - UVs","DECALmachine - UVs"
"空光标","空游标"
"MACHIN3：取消镜像","MACHIN3: Unmirror"
"移除选定对象堆栈中的最后一个修改器","Removes the last modifer in the stack of the selected objects"
"MACHIN3：四边形球体","MACHIN3: Quadsphere"
"创建四边形球体","Creates a Quadsphere"
"细分","Subdivisions"
